country,year,month,fraud_cases,economy_index_2015,unemployment_rate,inflation_index,total_pop_thousands,conexiones_moviles,numero_transacciones_digitales_millions,monto_transacciones_millions,FRISK,ln_FRISK,std_ln_FRISK
Chile,2022,8,33.0,108.0743,7.652,95.3893,19828.563,114.6121128,58.40216,8.841977154,0.16642658371158817,0.15394487326047232,1.601860979913846
Chile,2022,9,24.0,108.4022,7.662,96.002,19828.563,114.062658,59.40211,8.672311071,0.12103751542660958,0.11425460956627385,0.8544811926809227
Chile,2022,10,7.0,107.3854,7.888,96.271,19828.563,113.8525016,60.348295,8.759659248,0.035302608666094464,0.03469375950673498,-0.6436739127551813
Chile,2022,11,24.0,106.6163,7.962,97.3938,19828.563,112.9420574,64.633383,9.14447412,0.12103751542660958,0.11425460956627385,0.8544811926809227
Chile,2022,12,30.0,106.7251,8.203,97.9613,19828.563,113.9825009,69.754511,9.930685578,0.15129689428326198,0.14088904112002407,1.3560156733052315
Chile,2023,1,36.0,107.4931,8.305,98.4942,19960.889,113.0503606,61.530984,9.059386856,0.18035268870038804,0.16581328254837802,1.8253467515562443
Chile,2023,2,24.0,107.0201,8.372,98.8534,19960.889,112.2064704,56.355838,8.256815996,0.12023512580025869,0.11353859702422806,0.8409984578355879
Chile,2023,3,17.0,106.8212,8.501,99.3885,19960.889,113.3058052,66.874051,9.594234738,0.08516654744184991,0.08173347515891702,0.24209829945523695
Chile,2023,4,26.0,107.056,8.653,99.5878,19960.889,112.4150132,62.399951,8.633873002,0.13025471961694693,0.12244302291219095,1.008671516821835
Chile,2023,5,30.0,107.3463,8.576,99.9643,19960.889,112.0666119,70.312738,9.555563856,0.15029390725032338,0.14001748124434085,1.3396039346615276
Chile,2023,6,30.0,108.1649,8.395,99.9299,19960.889,112.5491956,67.051612,8.952911152,0.15029390725032338,0.14001748124434085,1.3396039346615276
Chile,2023,7,14.0,108.3299,8.466,99.8879,19960.889,113.7813852,68.94123,9.173757137,0.07013715671681757,0.06778682410646054,-0.0205213993330163
Chile,2023,8,33.0,108.414,8.547,100.0655,19960.889,113.7460912,70.798802,9.219020075,0.1653232979753557,0.15299855751088748,1.5840415653332554
Chile,2023,9,14.0,109.3704,8.727,100.4927,19960.889,113.961783,70.793349,8.962548592,0.07013715671681757,0.06778682410646054,-0.0205213993330163
Chile,2023,10,16.0,108.8263,8.741,100.5696,19960.889,114.4327289,74.606809,9.608460224,0.0801567505335058,0.07710616998730276,0.15496472984057144
Chile,2023,11,12.0,108.4422,8.849,101.4671,19960.889,114.0005488,74.868207,9.585419887,0.060117562900129345,0.058379810370442764,-0.19765834099434926
Chile,2023,12,72.0,107.9127,8.955,101.2861,19960.889,113.5051851,80.865598,10.41313878,0.3607053774007761,0.3080032251439404,4.502826797103699
Chile,2024,1,58.0,109.8311,8.891,101.7137,20086.377,113.5175746,83.091919,11.08246183,0.28875291945381687,0.2536750216840549,3.4798101334847256
Chile,2024,2,21.0,110.5237,8.755,102.3958,20086.377,113.483442,78.224724,10.51301816,0.1045484708367268,0.099436627783141,0.5754540701194277
Chile,2024,3,29.0,109.558,8.627,102.5782,20086.377,114.3504824,86.882337,11.31890709,0.14437645972690843,0.13485991201275707,1.2424853308487847
Chile,2024,4,30.0,109.7417,8.523,103.0464,20086.377,113.9598395,87.613702,11.21095792,0.14935495833818116,0.13920087921577062,1.3242270690637312
Chile,2024,5,40.0,108.7711,8.455,103.3705,20086.377,113.3875512,90.532547,11.32717238,0.19913994445090819,0.1816045868748605,2.1227018348731117
Chile,2024,6,33.0,109.618,8.218,103.6954,20086.377,113.4977353,86.686331,10.73661037,0.16429045417199925,0.152111849257146,1.5673445781042223
Chile,2024,7,39.0,111.2178,8.329,104.293,20086.377,114.1104342,93.182214,11.49419114,0.1941614458396355,0.17744422010083621,2.044360857893518
Chile,2024,8,45.0,111.2146,8.506,104.6091,20086.377,115.1946914,94.517071,11.54771595,0.22403243750727173,0.20215068497041408,2.5095911370312662
Chile,2024,9,54.0,110.7586,8.647,104.4963,20086.377,114.1512977,93.990038,11.26845332,0.2688389250087261,0.2381022500286924,3.186570087107483
Chile,2024,10,56.0,111.4937,8.567,105.3242,20086.377,115.2543239,96.900956,11.86473515,0.2787959222312715,0.24591894945219647,3.3337609245635744
Chile,2024,11,55.0,111.5895,8.522,105.6866,20086.377,115.2536866,93.281595,11.44105109,0.2738174236199988,0.24201823731973487,3.260309323786174
Chile,2024,12,50.0,112.3696,8.394,105.8994,20086.377,115.6042227,100.773025,12.63311359,0.24892493056363524,0.2222831257051475,2.888691144749377
